gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.5,"0.3653664290904999,0.40515077114105225,1.41095469530228e-07","0.3798307776451111,0.37891077995300293,-0.006935961078852415","0.3902992606163025,0.3539053499698639,-0.00917288102209568","0.39696231484413147,0.33053091168403625,-0.011585429310798645","0.39396512508392334,0.3113841116428375,-0.013919882476329803","0.36203330755233765,0.321262001991272,-4.349632217781618e-05","0.36238938570022583,0.2929404675960541,-0.004436415620148182","0.36348217725753784,0.27781885862350464,-0.009197653271257877","0.36509421467781067,0.264107346534729,-0.01257642824202776","0.34971028566360474,0.32362139225006104,-0.0004965055268257856","0.34414052963256836,0.29239553213119507,-0.004389534704387188","0.34416037797927856,0.27379220724105835,-0.00895667728036642","0.3470122516155243,0.2610844373703003,-0.012379677966237068","0.3400512933731079,0.3343798518180847,-0.0024685035459697247","0.328823983669281,0.3094141483306885,-0.007673780899494886","0.328523725271225,0.29386788606643677,-0.012306220829486847","0.33340781927108765,0.284116268157959,-0.015192683786153793","0.33245617151260376,0.3512353003025055,-0.00527314143255353","0.3206855058670044,0.3345237374305725,-0.010364556685090065","0.3207305371761322,0.3252721130847931,-0.013100462034344673","0.3269907236099243,0.32139837741851807,-0.014661560766398907"
0.5,"0.37322932481765747,0.4174646735191345,1.4506319701013126e-07","0.3866938054561615,0.38930389285087585,-0.00682543870061636","0.39561545848846436,0.3630833029747009,-0.009685109369456768","0.40115466713905334,0.34055328369140625,-0.012844893150031567","0.3992854356765747,0.32234203815460205,-0.015856390818953514","0.36438611149787903,0.3345886766910553,-0.0012440974824130535","0.3629649877548218,0.3058324158191681,-0.006408491171896458","0.36437666416168213,0.2903296947479248,-0.011128119193017483","0.36705344915390015,0.2783586084842682,-0.014019293710589409","0.3524797856807709,0.33859193325042725,-0.0017512257909402251","0.34530383348464966,0.3079720139503479,-0.005804179701954126","0.34462082386016846,0.2889523208141327,-0.009456445463001728","0.34792613983154297,0.27698320150375366,-0.011873917654156685","0.34398332238197327,0.3504282236099243,-0.0037732801865786314","0.3312711715698242,0.32760411500930786,-0.008969257585704327","0.3304404020309448,0.31221020221710205,-0.01263691671192646","0.3357390761375427,0.3022826611995697,-0.014520211145281792","0.33794116973876953,0.3687249422073364,-0.006626170594245195","0.32514962553977966,0.3545529842376709,-0.01185404323041439","0.3249310255050659,0.34495118260383606,-0.014053663238883018","0.33174043893814087,0.34061259031295776,-0.014812950044870377"
0.5,"0.3816843628883362,0.43268752098083496,1.3284841315908125e-07","0.39317527413368225,0.40443918108940125,-0.007676234003156424","0.40009063482284546,0.37342017889022827,-0.011047841981053352","0.40450170636177063,0.3496081233024597,-0.014460190199315548","0.40304479002952576,0.331698477268219,-0.01770785078406334","0.36676374077796936,0.3485013246536255,-0.004222595598548651","0.36335569620132446,0.31880897283554077,-0.01033362839370966","0.3644925653934479,0.30282890796661377,-0.015518014319241047","0.36804404854774475,0.2917034327983856,-0.01853673718869686","0.3553438186645508,0.3550676107406616,-0.004369749221950769","0.3455551862716675,0.3255767822265625,-0.009047823958098888","0.3450762927532196,0.306957483291626,-0.012763988226652145","0.3498554229736328,0.2959524989128113,-0.015127128921449184","0.34813693165779114,0.36871352791786194,-0.0059363520704209805","0.33420076966285706,0.3472202718257904,-0.011450900696218014","0.33418166637420654,0.3311290442943573,-0.015131979249417782","0.3407963514328003,0.3207778334617615,-0.016985684633255005","0.3440034091472626,0.3879697918891907,-0.008371668867766857","0.33080407977104187,0.3756817579269409,-0.013998936861753464","0.3315695524215698,0.3653925061225891,-0.01641511730849743","0.33960700035095215,0.36017516255378723,-0.017205964773893356"
0.5,"0.39130550622940063,0.44474950432777405,1.384068752940948e-07","0.40050390362739563,0.4144764542579651,-0.007961736060678959","0.40518778562545776,0.38237130641937256,-0.012255984358489513","0.4082442820072174,0.35859736800193787,-0.0167086198925972","0.40706637501716614,0.3390583097934723,-0.020964236930012703","0.37097591161727905,0.3624636232852936,-0.005663036368787289","0.36472225189208984,0.3331086337566376,-0.013196459971368313","0.3653053343296051,0.3166176676750183,-0.01921652816236019","0.36977618932724,0.30689966678619385,-0.022530464455485344","0.360861212015152,0.3709248900413513,-0.006068353075534105","0.34933120012283325,0.34361323714256287,-0.011798949912190437","0.347960889339447,0.3244880437850952,-0.016198202967643738","0.35336753726005554,0.3141474425792694,-0.018913129344582558","0.35533949732780457,0.3863235414028168,-0.007903638295829296","0.3397342562675476,0.3675215542316437,-0.014042964205145836","0.33991894125938416,0.3515644669532776,-0.017701655626296997","0.3475278615951538,0.3409271836280823,-0.019464395940303802","0.3532542288303375,0.4067816138267517,-0.010619191452860832","0.34048548340797424,0.3978872001171112,-0.016884127631783485","0.3411481976509094,0.38674288988113403,-0.019647765904664993","0.3491092026233673,0.3793678283691406,-0.02056068927049637"
0.5,"0.40151339769363403,0.4545547664165497,1.0320792398488265e-07","0.4084150493144989,0.42218199372291565,-0.005218425299972296","0.4107986092567444,0.38915809988975525,-0.009354385547339916","0.4132673144340515,0.36555343866348267,-0.013984930701553822","0.41376206278800964,0.34660211205482483,-0.018909087404608727","0.377935528755188,0.3756168782711029,-0.007619146257638931","0.3695007860660553,0.34692806005477905,-0.01620984822511673","0.37096846103668213,0.33018070459365845,-0.022582845762372017","0.3767465651035309,0.31874406337738037,-0.026133237406611443","0.3704809844493866,0.3864881098270416,-0.010113806463778019","0.3555976450443268,0.3609280586242676,-0.017406411468982697","0.3564898371696472,0.34234291315078735,-0.02243775688111782","0.3635142147541046,0.33040574193000793,-0.025366518646478653","0.3677981197834015,0.40315714478492737,-0.013520355336368084","0.3509521186351776,0.3868005573749542,-0.02087794430553913","0.3520709276199341,0.37011271715164185,-0.02533876709640026","0.35946106910705566,0.3576361835002899,-0.02761179581284523","0.3686828017234802,0.4233693778514862,-0.01744190976023674","0.35474714636802673,0.41808241605758667,-0.024207312613725662","0.35589373111724854,0.40774643421173096,-0.02716575749218464","0.363704115152359,0.39916789531707764,-0.028407039120793343"
0.5,"0.41152507066726685,0.4645649194717407,9.133008660455744e-08","0.4173521101474762,0.4322565495967865,-0.004063099157065153","0.41574805974960327,0.3987490236759186,-0.008326227776706219","0.4166952967643738,0.37394988536834717,-0.013378302566707134","0.4177986979484558,0.3534342348575592,-0.019023902714252472","0.38779592514038086,0.3853948712348938,-0.008649082854390144","0.3782244026660919,0.3564237356185913,-0.018686050549149513","0.38100844621658325,0.3396550416946411,-0.026310700923204422","0.38868287205696106,0.33090740442276,-0.030726423487067223","0.38203608989715576,0.39791959524154663,-0.0121991578489542","0.36740532517433167,0.37127530574798584,-0.021165385842323303","0.37085044384002686,0.3535580337047577,-0.027946636080741882","0.3787771463394165,0.3435826599597931,-0.03211197629570961","0.38066932559013367,0.41621914505958557,-0.016381481662392616","0.36577314138412476,0.3981766700744629,-0.025232719257473946","0.3705063760280609,0.3806493580341339,-0.030823789536952972","0.37886157631874084,0.36903393268585205,-0.03401876986026764","0.38288113474845886,0.43752220273017883,-0.02079690247774124","0.3752734959125519,0.4291881322860718,-0.028656428679823875","0.3787860870361328,0.41796472668647766,-0.03227828070521355","0.38539668917655945,0.4090048670768738,-0.03420957177877426"
0.5,"0.42094969749450684,0.4753255844116211,8.52137347351345e-08","0.42625728249549866,0.4391956925392151,-0.00326343672350049","0.4231455624103546,0.4056863486766815,-0.008282099850475788","0.42318224906921387,0.3814035952091217,-0.014285581186413765","0.4249764084815979,0.36045098304748535,-0.021275639533996582","0.400394082069397,0.3949211835861206,-0.01265456061810255","0.3887692391872406,0.36622291803359985,-0.024627186357975006","0.39383041858673096,0.34935620427131653,-0.03401416540145874","0.4030742943286896,0.3391491770744324,-0.04009050875902176","0.39634519815444946,0.4089345633983612,-0.01771785318851471","0.38293761014938354,0.38093826174736023,-0.02881964109838009","0.3883139193058014,0.36334195733070374,-0.037758756428956985","0.3963032364845276,0.35188737511634827,-0.04402419924736023","0.39661678671836853,0.42754215002059937,-0.02305164746940136","0.38594090938568115,0.4095315635204315,-0.03342870622873306","0.3911796808242798,0.39126235246658325,-0.04096142202615738","0.39843133091926575,0.3779909014701843,-0.04611913487315178","0.40067458152770996,0.4476393759250641,-0.02850421704351902","0.3961485028266907,0.43708816170692444,-0.03740989416837692","0.40107253193855286,0.42537859082221985,-0.04214240610599518","0.4079170525074005,0.4156860113143921,-0.045548781752586365"
0.5,"0.4289056658744812,0.48448604345321655,9.75826139892888e-08","0.4352140426635742,0.4438387155532837,-0.0005536454846151173","0.4303485155105591,0.4097605347633362,-0.005748955998569727","0.4289318323135376,0.3856199383735657,-0.012233462184667587","0.4317244291305542,0.36545655131340027,-0.02031274326145649","0.41068169474601746,0.4016662538051605,-0.019156502559781075","0.40082842111587524,0.37191182374954224,-0.033582691103219986","0.40749043226242065,0.3537454605102539,-0.0439763143658638","0.4179033041000366,0.34220075607299805,-0.05093106999993324","0.40792950987815857,0.41774868965148926,-0.02665378712117672","0.39567914605140686,0.38752806186676025,-0.04103276878595352","0.40340545773506165,0.36748388409614563,-0.05127778649330139","0.41311994194984436,0.3543202579021454,-0.05877815932035446","0.40971365571022034,0.43827709555625916,-0.03366214781999588","0.4000326097011566,0.4190980792045593,-0.04742223769426346","0.4072107672691345,0.39912426471710205,-0.05681372806429863","0.415886789560318,0.38533979654312134,-0.06335748732089996","0.4154842495918274,0.4596858024597168,-0.04025615006685257","0.4117453396320343,0.4477241635322571,-0.05219137668609619","0.41793546080589294,0.4344133734703064,-0.05893389508128166","0.4260809123516083,0.4239180088043213,-0.06414590030908585"
0.5,"0.433529794216156,0.49596765637397766,1.3511325391846185e-07","0.4412246346473694,0.44765985012054443,0.0006462748860940337","0.4375039041042328,0.4136146605014801,-0.0049691046588122845","0.4362342655658722,0.3917319178581238,-0.011808710172772408","0.4368107318878174,0.3704119920730591,-0.019951362162828445","0.41535091400146484,0.411668598651886,-0.021846480667591095","0.4112052321434021,0.3786197006702423,-0.03812534734606743","0.418893963098526,0.35784122347831726,-0.04943559318780899","0.42901724576950073,0.34378159046173096,-0.05715465173125267","0.4147365689277649,0.4285735487937927,-0.030616743490099907","0.41008350253105164,0.39185023307800293,-0.04904913902282715","0.4194963276386261,0.36996135115623474,-0.06122732162475586","0.4297601282596588,0.3540434241294861,-0.06991908699274063","0.4193548560142517,0.4476984441280365,-0.03853423148393631","0.4180668592453003,0.4187687933444977,-0.05647332966327667","0.4268219470977783,0.398420512676239,-0.06741974502801895","0.4356643557548523,0.38378769159317017,-0.07449019700288773","0.42746463418006897,0.46657276153564453,-0.045604407787323","0.43080440163612366,0.4478468596935272,-0.06104549393057823","0.4379255473613739,0.43398571014404297,-0.06942474097013474","0.44481509923934937,0.42238134145736694,-0.07554055750370026"
0.5,"0.43911099433898926,0.4972350001335144,1.3084449790312647e-07","0.44464436173439026,0.4535313844680786,0.002056275261566043","0.4429706335067749,0.420789897441864,-0.003244806081056595","0.4427792429924011,0.39905211329460144,-0.009779402054846287","0.44529035687446594,0.3836790919303894,-0.017298001796007156","0.4241187274456024,0.4164089560508728,-0.02136615291237831","0.42016348242759705,0.3780144155025482,-0.03675374761223793","0.4293217062950134,0.35965144634246826,-0.04683160036802292","0.4397040009498596,0.3497358560562134,-0.05314222723245621","0.4252155125141144,0.43234357237815857,-0.029899902641773224","0.42332056164741516,0.3937089145183563,-0.04563872516155243","0.43348437547683716,0.3729509711265564,-0.054487790912389755","0.4432356357574463,0.35934045910835266,-0.060743432492017746","0.43088027834892273,0.4505406618118286,-0.0374877043068409","0.4330941140651703,0.4183415472507477,-0.05220611020922661","0.4428943991661072,0.399106502532959,-0.05979373678565025","0.45158451795578003,0.3858907222747803,-0.06474117934703827","0.44017910957336426,0.46855422854423523,-0.04430222511291504","0.44742557406425476,0.4490089416503906,-0.05636380985379219","0.45526838302612305,0.43469056487083435,-0.06185927614569664","0.4622631072998047,0.42296934127807617,-0.0658864751458168"
0.5,"0.44614917039871216,0.4973106384277344,1.2529484649803635e-07","0.4438275992870331,0.45544418692588806,0.005812229588627815","0.4442604184150696,0.4237820506095886,0.0015624057268723845","0.44935864210128784,0.40285104513168335,-0.0035506649874150753","0.45660310983657837,0.3866041898727417,-0.008916225284337997","0.4322151839733124,0.41758379340171814,-0.025149518623948097","0.43028154969215393,0.37523984909057617,-0.040937330573797226","0.44064104557037354,0.35661813616752625,-0.0489235557615757","0.45136433839797974,0.34905824065208435,-0.05327159911394119","0.4356256127357483,0.43352043628692627,-0.03423372656106949","0.43581756949424744,0.3913823664188385,-0.05341631546616554","0.44724902510643005,0.36803290247917175,-0.06117163971066475","0.4576898217201233,0.3561675250530243,-0.06573127210140228","0.4433830976486206,0.45143839716911316,-0.041404858231544495","0.44796571135520935,0.4175720512866974,-0.059036705642938614","0.4585398733615875,0.39673709869384766,-0.06560210883617401","0.4675360918045044,0.3846627175807953,-0.06862229108810425","0.4549155831336975,0.4678407907485962,-0.04690452292561531","0.46362441778182983,0.4473663568496704,-0.06018597260117531","0.4710489511489868,0.4334932267665863,-0.06513749808073044","0.4765464663505554,0.42264804244041443,-0.06813842058181763"
0.5,"0.45351341366767883,0.49874457716941833,1.3352676830891141e-07","0.4468594491481781,0.46144989132881165,0.004100422840565443","0.44580143690109253,0.43006661534309387,0.00028084262157790363","0.44990989565849304,0.40661782026290894,-0.004285167437046766","0.456208735704422,0.39022549986839294,-0.008943782187998295","0.4407794177532196,0.422031044960022,-0.02043800987303257","0.43990784883499146,0.3785287141799927,-0.03429441526532173","0.44963812828063965,0.3580959439277649,-0.04158610850572586","0.4590853452682495,0.34873127937316895,-0.045223694294691086","0.44645658135414124,0.4361044466495514,-0.027716873213648796","0.44782888889312744,0.39359691739082336,-0.04344502091407776","0.4578743875026703,0.3691316843032837,-0.04901852831244469","0.4670739471912384,0.35756027698516846,-0.05162281170487404","0.45589959621429443,0.45141085982322693,-0.03367168828845024","0.4626069664955139,0.41803476214408875,-0.04753343015909195","0.4719598591327667,0.39666494727134705,-0.05154000222682953","0.47928035259246826,0.3836248517036438,-0.052671413868665695","0.4677148461341858,0.4661330282688141,-0.03848537430167198","0.47836530208587646,0.4447590708732605,-0.047848593443632126","0.48497474193573,0.4324566721916199,-0.04977557435631752","0.48988640308380127,0.4226340651512146,-0.050272777676582336"
